entry_date,exit_date,direction,entry_price,exit_price,stop,target,pnl_pct,exit_reason,signal_bar_idx,alert_bar_idx,alert_bar_timestamp,alert_bar_open,alert_bar_close,alert_bar_ema,alert_close_minus_ema,alert_close_leq_ema,symbol
2020-01-03 09:30:00,2020-01-03 09:45:00,short,325.76888391839594,320.68333374634415,327.42710117310276,324.11066666368913,0.015610914433822079,trail_stop,18,17,2020-01-02 10:55:00,326.6596115961101,326.6992511078299,323.3244448043896,3.374806303440323,False,META
2020-01-03 09:30:00,2020-01-03 09:40:00,short,419.7059909902794,416.26754701917343,421.9658847266811,417.4460972538777,0.008192506289922411,trail_stop,18,17,2020-01-02 10:55:00,420.5314921206899,421.3491447508006,419.01453196206216,2.3346127887384114,False,SPY
2020-01-06 09:30:00,2020-01-06 10:00:00,short,424.99818868983635,406.4412160109721,427.79088993755533,422.2054874421174,0.04366365121712824,trail_stop,36,35,2020-01-03 10:55:00,426.5993043083134,426.4018281217247,424.6581280836124,1.7437000381123084,False,SPY
2020-01-06 09:30:00,2020-01-06 09:40:00,short,496.7819833468501,494.1418459579526,499.5628489254902,494.00111776821,0.005314478941266564,trail_stop,36,35,2020-01-03 10:55:00,498.56656912968543,498.02569757459406,493.9217321021781,4.10396547241595,False,NVDA
2020-01-10 09:30:00,2020-01-10 09:50:00,short,525.3490721289779,493.73419232722796,527.2189371819572,523.4792070759986,0.06017880582453609,trail_stop,108,107,2020-01-09 10:55:00,526.2509835516594,526.5794328131188,521.3409135632328,5.238519249886053,False,MSFT
2020-01-10 09:30:00,2020-01-10 09:40:00,short,76.91115895590835,76.5145669466618,77.2637906790321,76.5585272327846,0.005156495034405932,trail_stop,108,107,2020-01-09 10:55:00,77.09155644857236,77.12181230335598,76.66788794704777,0.4539243563082067,False,GOOGL
2020-01-13 09:30:00,2020-01-13 09:40:00,short,74.73993344299592,71.81735420201117,74.9988418097976,74.48102507619424,0.039103316076857284,trail_stop,126,125,2020-01-10 10:55:00,74.91059006457708,74.86552075336616,74.53406926789077,0.33145148547538383,False,GOOGL
2020-01-13 09:30:00,2020-01-13 09:40:00,short,492.960552588539,485.22349131289593,495.04881905303716,490.8722861240408,0.015695092102229448,trail_stop,126,125,2020-01-10 10:55:00,494.10180140148805,494.1540791614656,492.5054627951591,1.6486163663064985,False,MSFT
2020-01-13 09:30:00,2020-01-13 09:50:00,short,92.94032839028623,89.73086126406774,93.30950250760326,92.5711542729692,0.034532556338093656,trail_stop,126,125,2020-01-10 10:55:00,93.08449545052751,93.21169538724835,92.71748830855249,0.4942070786958652,False,TSLA
2020-01-14 09:30:00,2020-01-14 09:40:00,short,430.0367207355753,426.70877803525735,431.73448640820163,428.3389550629489,0.007738740762941111,trail_stop,144,143,2020-01-13 10:55:00,430.84712260094267,431.13880746247247,429.46503246044153,1.6737750020309363,False,META
2020-01-15 09:30:00,2020-01-15 09:55:00,short,462.71217630640035,447.24700748329775,464.16901140920066,461.25534120360004,0.033422869799003996,trail_stop,162,161,2020-01-14 10:55:00,463.6685918099337,463.44382514775697,461.5115328496485,1.9322922981084503,False,MSFT
2020-01-15 09:30:00,2020-01-15 09:45:00,short,102.68654746551742,101.20943479078504,102.9973431500931,102.37575178094174,0.014384675609318763,trail_stop,162,161,2020-01-14 10:55:00,102.88660710670297,102.84861157282609,102.28303326230477,0.5655783105213175,False,TSLA
2020-01-16 09:30:00,2020-01-16 09:40:00,short,287.8677411936813,276.73064059669554,289.79138105389137,285.9441013334712,0.03868825506742893,trail_stop,180,179,2020-01-15 10:55:00,289.09736486744697,288.7048209003203,287.1189669817923,1.5858539185280165,False,AAPL
2020-01-16 09:30:00,2020-01-16 09:40:00,short,482.5238102305695,472.79431170137286,486.1594414040571,478.8881790570819,0.020163768756918922,trail_stop,180,179,2020-01-15 10:55:00,484.0116049184922,484.91071395406846,482.57247377747103,2.3382401765974237,False,SPY
